Year,VXJ
20000103,closed
20000104,21.33
20000105,26
20000106,27.01
20000107,25.73
20000110,closed
20000111,23.38
20000112,24.62
20000113,23.92
20000114,23.34
20000117,23.82
20000118,23.44
20000119,23.84
20000120,23.14
20000121,24.27
20000124,23.03
20000125,24.05
20000126,23.37
20000127,23.61
20000128,23.54
20000131,23.33
20000201,23.27
20000202,23.01
20000203,21.36
20000204,19.92
20000207,20.92
20000208,20.73
20000209,20.13
20000210,19.93
20000211,closed
20000214,20.34
20000215,21.62
20000216,21.34
20000217,21.72
20000218,21.13
20000221,22.38
20000222,23.03
20000223,22.63
20000224,21.43
20000225,20.81
20000228,20.87
20000229,20.13
20000301,19.62
20000302,19.79
20000303,19.92
20000306,21.34
20000307,20.93
20000308,22.01
20000309,20.78
20000310,19.46
20000313,22.04
20000314,22.23
20000315,22.71
20000316,21.45
20000317,20.44
20000320,closed
20000321,20.54
20000322,19.72
20000323,19.57
20000324,18.52
20000327,19.45
20000328,19.4
20000329,19.39
20000330,19.66
20000331,20.19
20000403,19.97
20000404,19.27
20000405,19.8
20000406,20.2
20000407,18.79
20000410,18.99
20000411,18.53
20000412,18.95
20000413,19.81
20000414,19.75
20000417,33.13
20000418,31.38
20000419,29.47
20000420,30.18
20000421,30.45
20000424,30.01
20000425,26.91
20000426,25.64
20000427,26.15
20000428,24.56
20000501,23.16
20000502,23.36
20000503,closed
20000504,closed
20000505,closed
20000508,25.55
20000509,26.32
20000510,26.58
20000511,30.38
20000512,26.09
20000515,25.91
20000516,26.64
20000517,24.73
20000518,27.17
20000519,27.3
20000522,31.18
20000523,29.42
20000524,31.32
20000525,29.27
20000526,30.93
20000529,29.44
20000530,29.57
20000531,29.37
20000601,28.13
20000602,28.66
20000605,25.03
20000606,24.87
20000607,24.26
20000608,24.37
20000609,23.87
20000612,23.09
20000613,23.45
20000614,24.52
20000615,23.78
20000616,22.83
20000619,22.5
20000620,22.62
20000621,23.25
20000622,23.68
20000623,24.23
20000626,24.13
20000627,23.8
20000628,23.95
20000629,23.02
20000630,22.85
20000703,22.93
20000704,22.6
20000705,22.21
20000706,22.07
20000707,21.79
20000710,21.66
20000711,21.55
20000712,21.24
20000713,21.33
20000714,20.01
20000717,20.46
20000718,21.15
20000719,21.26
20000720,closed
20000721,21.31
20000724,22.62
20000725,22.69
20000726,22.71
20000727,24.31
20000728,26.07
20000731,24.91
20000801,23.66
20000802,23.91
20000803,25.72
20000804,24.15
20000807,23.17
20000808,23.72
20000809,23.46
20000810,23.96
20000811,23.45
20000814,22.99
20000815,23
20000816,22.64
20000817,23.11
20000818,23.33
20000821,24.07
20000822,23.32
20000823,23.68
20000824,23.77
20000825,23.22
20000828,23.58
20000829,23.26
20000830,23.13
20000831,22.13
20000901,22.59
20000904,22.2
20000905,24.09
20000906,24.55
20000907,24.12
20000908,23.74
20000911,25.95
20000912,24.25
20000913,22.98
20000914,23.17
20000915,closed
20000918,24.33
20000919,24.5
20000920,24.69
20000921,24.71
20000922,27.04
20000925,24.76
20000926,24.81
20000927,25.05
20000928,25.22
20000929,25.48
20001002,24.2
20001003,23.47
20001004,23.54
20001005,23.02
20001006,23.39
20001009,closed
20001010,25.28
20001011,27.68
20001012,24.83
20001013,25.15
20001016,24.96
20001017,26.38
20001018,27.62
20001019,26.39
20001020,24.47
20001023,26.34
20001024,25.36
20001025,25.79
20001026,25.16
20001027,25.4
20001030,25.71
20001031,24.37
20001101,23.25
20001102,24.71
20001103,closed
20001106,23.89
20001107,23.75
20001108,24.28
20001109,25.15
20001110,23.91
20001113,25.26
20001114,24.25
20001115,24.05
20001116,24.74
20001117,25.12
20001120,24.59
20001121,24.18
20001122,22.94
20001123,closed
20001124,23.07
20001127,23.16
20001128,23.03
20001129,23.15
20001130,23.66
20001201,23.91
20001204,23.79
20001205,23.88
20001206,22.98
20001207,22.73
20001208,21.54
20001211,21.52
20001212,20.23
20001213,20.88
20001214,21.7
20001215,21.46
20001218,22.35
20001219,23.39
20001220,24.21
20001221,24.83
20001222,25.87
20001225,23.51
20001226,23.41
20001227,23.68
20001228,23.12
20001229,23.37
20010101,closed
20010102,closed
20010103,closed
20010104,25.74
20010105,23.78
20010108,closed
20010109,25.02
20010110,25.4
20010111,26.51
20010112,24.99
20010115,24.04
20010116,23.27
20010117,22.82
20010118,23.06
20010119,22.78
20010122,23.24
20010123,22.91
20010124,22.98
20010125,21.85
20010126,22.23
20010129,22.39
20010130,22.22
20010131,22.66
20010201,21.94
20010202,21.69
20010205,22.84
20010206,22.76
20010207,22.87
20010208,24.22
20010209,22.22
20010212,closed
20010213,22.96
20010214,22.61
20010215,22.23
20010216,21.81
20010219,22.72
20010220,21.95
20010221,21.96
20010222,22.44
20010223,21.74
20010226,21.49
20010227,22.45
20010228,23.21
20010301,25.58
20010302,32.35
20010305,31.3
20010306,28.4
20010307,28.94
20010308,27.74
20010309,26.9
20010312,31.87
20010313,35.97
20010314,35.79
20010315,35.25
20010316,37.44
20010319,37.93
20010320,closed
20010321,37.3
20010322,40.66
20010323,38.7
20010326,36.73
20010327,35.45
20010328,33.39
20010329,36.04
20010330,36.61
20010402,32.25
20010403,33.78
20010404,33.89
20010405,32.06
20010406,32.83
20010409,33.95
20010410,34.79
20010411,33.65
20010412,34.67
20010413,33.66
20010416,33.66
20010417,31.24
20010418,29.79
20010419,29.93
20010420,30.1
20010423,31.35
20010424,29.9
20010425,29.64
20010426,28.92
20010427,27.52
20010430,closed
20010501,27.21
20010502,27.82
20010503,closed
20010504,closed
20010507,28.67
20010508,29.62
20010509,29.94
20010510,29.95
20010511,27.3
20010514,28.27
20010515,27.78
20010516,28.51
20010517,27.79
20010518,27.34
20010521,26.46
20010522,26.37
20010523,26.44
20010524,27.16
20010525,26.22
20010528,25.99
20010529,25.42
20010530,25.97
20010531,26.23
20010601,25.44
20010604,25.42
20010605,26.07
20010606,26.17
20010607,27.12
20010608,24.03
20010611,23.82
20010612,26.45
20010613,25.28
20010614,26.12
20010615,26.09
20010618,26.77
20010619,27.27
20010620,26.46
20010621,25.44
20010622,25.06
20010625,26.55
20010626,25.61
20010627,26.42
20010628,25.6
20010629,25.83
20010702,27.19
20010703,26.66
20010704,26.1
20010705,25.68
20010706,26.1
20010709,26.83
20010710,26.68
20010711,28.58
20010712,27.49
20010713,27.54
20010716,27.75
20010717,27.92
20010718,30.25
20010719,28.75
20010720,closed
20010723,31.48
20010724,30.37
20010725,30.58
20010726,30.19
20010727,30.71
20010730,32.11
20010731,29.82
20010801,29.79
20010802,29.75
20010803,30.44
20010806,31.39
20010807,30.4
20010808,29.58
20010809,31
20010810,29.16
20010813,33.32
20010814,33.47
20010815,34.94
20010816,34.3
20010817,34.09
20010820,37.62
20010821,36.88
20010822,36.05
20010823,36.29
20010824,35.63
20010827,35.66
20010828,35.13
20010829,35.97
20010830,35.76
20010831,35.07
20010903,37.73
20010904,38.68
20010905,37.31
20010906,38.95
20010907,40.05
20010910,43.99
20010911,42.28
20010912,59.69
20010913,57.08
20010914,55
20010917,65
20010918,60.59
20010919,50.67
20010920,47.08
20010921,50.99
20010924,closed
20010925,49.48
20010926,47.54
20010927,45.75
20010928,47.36
20011001,43.34
20011002,41.58
20011003,42.46
20011004,40.61
20011005,40.51
20011008,closed
20011009,41.86
20011010,40.51
20011011,38.9
20011012,38.45
20011015,42.04
20011016,40.09
20011017,40.05
20011018,41.22
20011019,41.02
20011022,39.99
20011023,38.1
20011024,39.14
20011025,37.33
20011026,37.1
20011029,37.02
20011030,38.3
20011031,39.52
20011101,38.34
20011102,37.73
20011105,39.05
20011106,36.98
20011107,35.36
20011108,36.33
20011109,36.67
20011112,37.55
20011113,35.88
20011114,35.35
20011115,32.81
20011116,31.96
20011119,32.1
20011120,31.03
20011121,30.6
20011122,30.33
20011123,closed
20011126,30.12
20011127,30.89
20011128,30.44
20011129,31.39
20011130,31.48
20011203,33.16
20011204,32.87
20011205,31.97
20011206,32.13
20011207,32.25
20011210,33.42
20011211,34.41
20011212,33.42
20011213,34.46
20011214,33.58
20011217,34.78
20011218,34.29
20011219,33.67
20011220,32.62
20011221,31.7
20011224,closed
20011225,32.39
20011226,31.04
20011227,29.24
20011228,29.28
20011231,closed
20020101,closed
20020102,closed
20020103,closed
20020104,27.31
20020107,29.7
20020108,30.33
20020109,29.86
20020110,28.67
20020111,28.47
20020114,closed
20020115,31.21
20020116,31.24
20020117,31.73
20020118,30.97
20020121,31.09
20020122,32.75
20020123,32.7
20020124,33.19
20020125,31.96
20020128,32.85
20020129,32.55
20020130,32.18
20020131,31.3
20020201,30.03
20020204,33.99
20020205,35.47
20020206,34.96
20020207,34.23
20020208,32.52
20020211,closed
20020212,31.52
20020213,31.24
20020214,31.5
20020215,31.38
20020218,31.59
20020219,33.48
20020220,32.25
20020221,31.06
20020222,32.29
20020225,32.82
20020226,33.11
20020227,32.82
20020228,32.15
20020301,30.92
20020304,31.64
20020305,34.02
20020306,33.7
20020307,31.33
20020308,33.65
20020311,34.89
20020312,35.31
20020313,35.46
20020314,34.22
20020315,32.55
20020318,33.16
20020319,32.85
20020320,33.23
20020321,closed
20020322,32.4
20020325,33.27
20020326,33.99
20020327,33.98
20020328,32.43
20020329,31.39
20020401,29.9
20020402,28.82
20020403,28.17
20020404,27.68
20020405,26.74
20020408,26.19
20020409,26.74
20020410,26.2
20020411,26.12
20020412,25.97
20020415,25.27
20020416,24.67
20020417,23.93
20020418,23.73
20020419,23.67
20020422,24.12
20020423,23.99
20020424,24.42
20020425,24.61
20020426,24.23
20020429,closed
20020430,24.92
20020501,24.25
20020502,23.63
20020503,closed
20020506,closed
20020507,24.74
20020508,25.44
20020509,25.23
20020510,24.63
20020513,25.19
20020514,25.19
20020515,24.98
20020516,24.64
20020517,24.36
20020520,24.96
20020521,24.73
20020522,24.78
20020523,24.44
20020524,24.25
20020527,24.59
20020528,24.64
20020529,24.64
20020530,24.2
20020531,24.59
20020603,24.33
20020604,25.11
20020605,25.07
20020606,25.1
20020607,25.11
20020610,25.24
20020611,24.3
20020612,25.04
20020613,26
20020614,27.58
20020617,28.5
20020618,27.51
20020619,31.07
20020620,28.42
20020621,28.88
20020624,28.83
20020625,28.85
20020626,32.74
20020627,31.79
20020628,29.45
20020701,28.89
20020702,30.16
20020703,31.76
20020704,30.98
20020705,29.24
20020708,31.31
20020709,30.28
20020710,31.66
20020711,32.63
20020712,30.82
20020715,32.7
20020716,35.59
20020717,34
20020718,33.03
20020719,32.98
20020722,33.91
20020723,33.42
20020724,36.69
20020725,35.88
20020726,37.83
20020729,36.66
20020730,33.8
20020731,33.01
20020801,32.28
20020802,32.45
20020805,33.03
20020806,36.13
20020807,34.25
20020808,34.86
20020809,32.02
20020812,34.29
20020813,34.58
20020814,34.3
20020815,32.54
20020816,31.71
20020819,33.5
20020820,32.38
20020821,32.03
20020822,30.22
20020823,29.85
20020826,29.44
20020827,29.71
20020828,30.72
20020829,30.84
20020830,30.36
20020902,30.75
20020903,33.13
20020904,34.5
20020905,34.6
20020906,36.47
20020909,36.16
20020910,36.13
20020911,34.8
20020912,33.63
20020913,34.25
20020916,closed
20020917,33.39
20020918,35.53
20020919,36.21
20020920,35.65
20020923,closed
20020924,37.69
20020925,37.14
20020926,33.93
20020927,33.47
20020930,36.18
20021001,35.24
20021002,34.41
20021003,35.16
20021004,34.56
20021007,38.35
20021008,37.79
20021009,40.46
20021010,40.06
20021011,38.96
20021014,closed
20021015,37.77
20021016,37.65
20021017,37.13
20021018,35.1
20021021,36.47
20021022,37.58
20021023,37.02
20021024,36.18
20021025,35.99
20021028,36.27
20021029,36.43
20021030,36.13
20021031,34.2
20021101,33.65
20021104,closed
20021105,31.6
20021106,31
20021107,29.03
20021108,30.24
20021111,32.2
20021112,31.6
20021113,30.62
20021114,30.74
20021115,29.02
20021118,30.52
20021119,29.5
20021120,29.72
20021121,28.25
20021122,27.71
20021125,27.47
20021126,27.73
20021127,27.74
20021128,26.76
20021129,27.08
20021202,27.34
20021203,26.91
20021204,27.22
20021205,26.76
20021206,24.4
20021209,25.31
20021210,25.3
20021211,25.49
20021212,24.95
20021213,25.51
20021216,26.16
20021217,26.44
20021218,26.98
20021219,25.68
20021220,25.48
20021223,closed
20021224,25.55
20021225,25.52
20021226,25.55
20021227,25.25
20021230,27.79
20021231,closed
20030101,closed
20030102,closed
20030103,closed
20030106,26.99
20030107,27.2
20030108,25.99
20030109,25.97
20030110,25.16
20030113,closed
20030114,25.84
20030115,26.42
20030116,26.37
20030117,25.81
20030120,26.48
20030121,26.09
20030122,26.68
20030123,26.21
20030124,25.92
20030127,27.73
20030128,27.88
20030129,29.15
20030130,29.81
20030131,29.07
20030203,29.48
20030204,29.1
20030205,28.42
20030206,27.8
20030207,26.8
20030210,27.34
20030211,closed
20030212,27.7
20030213,28.36
20030214,27.31
20030217,26.62
20030218,26.15
20030219,26.29
20030220,26.41
20030221,25.83
20030224,25.93
20030225,27.14
20030226,26.97
20030227,27.01
20030228,26.32
20030303,25.47
20030304,25.24
20030305,25.18
20030306,25.66
20030307,29.09
20030310,29.57
20030311,31.1
20030312,30.99
20030313,33.24
20030314,30.97
20030317,32.88
20030318,30.95
20030319,30.01
20030320,28.24
20030321,closed
20030324,26.57
20030325,27.64
20030326,26.25
20030327,26.39
20030328,25.52
20030331,27.84
20030401,25.06
20030402,25.18
20030403,25.61
20030404,25.01
20030407,24.16
20030408,24.17
20030409,23.77
20030410,23.21
20030411,23.18
20030414,23.24
20030415,23.26
20030416,22.68
20030417,22.19
20030418,21.58
20030421,21.42
20030422,22.52
20030423,22.2
20030424,21.36
20030425,22.39
20030428,22.6
20030429,closed
20030430,22.22
20030501,21.81
20030502,21.8
20030505,closed
20030506,21.88
20030507,21.24
20030508,20.9
20030509,19.8
20030512,19.49
20030513,18.88
20030514,19.08
20030515,19.04
20030516,18.48
20030519,19.58
20030520,19.42
20030521,19.45
20030522,19.47
20030523,18.95
20030526,19.16
20030527,19.57
20030528,19.59
20030529,20.15
20030530,20.45
20030602,19.82
20030603,19.86
20030604,20.75
20030605,21.58
20030606,22.4
20030609,25.64
20030610,24.41
20030611,23.36
20030612,22.84
20030613,21.75
20030616,22.23
20030617,23.35
20030618,24.2
20030619,23.77
20030620,23.41
20030623,23.24
20030624,23.35
20030625,22.65
20030626,21.49
20030627,21.36
20030630,22.28
20030701,21.33
20030702,22.06
20030703,25.56
20030704,23.82
20030707,25.78
20030708,28.19
20030709,28.09
20030710,27.18
20030711,26.2
20030714,25.77
20030715,26.27
20030716,25.74
20030717,25.26
20030718,24.19
20030721,closed
20030722,23.93
20030723,23.48
20030724,23.95
20030725,23.38
20030728,25.07
20030729,24.96
20030730,23.24
20030731,22.28
20030801,20.97
20030804,21.43
20030805,23.13
20030806,22.62
20030807,22.25
20030808,21.46
20030811,21.29
20030812,22.15
20030813,22.57
20030814,25.33
20030815,24.61
20030818,26.08
20030819,25.48
20030820,25.73
20030821,25.08
20030822,24.4
20030825,24
20030826,24.14
20030827,24.08
20030828,23.62
20030829,23.1
20030901,25.73
20030902,25.79
20030903,26.03
20030904,25.24
20030905,24.93
20030908,25.97
20030909,26.5
20030910,26.18
20030911,26.52
20030912,25.7
20030915,closed
20030916,27.43
20030917,26.6
20030918,26.08
20030919,24.86
20030922,27.74
20030923,closed
20030924,28.21
20030925,28.92
20030926,28.29
20030929,28.24
20030930,28.32
20031001,27.17
20031002,26.83
20031003,26.33
20031006,26.6
20031007,26.57
20031008,27.11
20031009,27.43
20031010,27.54
20031013,closed
20031014,28.18
20031015,28.5
20031016,28.32
20031017,27.91
20031020,27.84
20031021,27.4
20031022,26.91
20031023,28.4
20031024,28.1
20031027,28.03
20031028,27.54
20031029,27.32
20031030,26.56
20031031,26.03
20031103,closed
20031104,26.63
20031105,26.64
20031106,28.16
20031107,28.45
20031110,28.41
20031111,29.62
20031112,29.21
20031113,29.12
20031114,29.08
20031117,31.46
20031118,30.48
20031119,31.28
20031120,29.64
20031121,28.83
20031124,closed
20031125,28.02
20031126,26.84
20031127,25.68
20031128,25.51
20031201,26.56
20031202,26.72
20031203,26.71
20031204,26.62
20031205,25.49
20031208,26.59
20031209,26.32
20031210,26.33
20031211,24.68
20031212,25.45
20031215,25.83
20031216,25.71
20031217,25.53
20031218,25.8
20031219,25.06
20031222,25.7
20031223,closed
20031224,25.52
20031225,25.21
20031226,25.07
20031229,25.79
20031230,25.43
20031231,closed
20040101,closed
20040102,closed
20040105,25.74
20040106,25.42
20040107,24.63
20040108,23.26
20040109,23.16
20040112,closed
20040113,23.2
20040114,22.42
20040115,22.07
20040116,22.27
20040119,22.43
20040120,24.21
20040121,23.77
20040122,23.62
20040123,22.42
20040126,23.57
20040127,23.64
20040128,23.6
20040129,23.57
20040130,23.18
20040202,23.84
20040203,24.26
20040204,25.44
20040205,25.03
20040206,24.92
20040209,25.52
20040210,25.41
20040211,closed
20040212,25.62
20040213,24.28
20040216,24.35
20040217,24.25
20040218,23.46
20040219,22.69
20040220,22.01
20040223,22.36
20040224,23.36
20040225,23.75
20040226,23.13
20040227,24.41
20040301,26.3
20040302,26.27
20040303,26.19
20040304,25.79
20040305,24.83
20040308,25.4
20040309,24.29
20040310,24.2
20040311,24.01
20040312,25.55
20040315,25.31
20040316,25.55
20040317,24.94
20040318,25.34
20040319,25.29
20040322,25.46
20040323,26.01
20040324,26.55
20040325,25.83
20040326,24.57
20040329,25.21
20040330,24.33
20040331,23.88
20040401,23.41
20040402,21.65
20040405,21.58
20040406,21.1
20040407,20.75
20040408,20.05
20040409,20.99
20040412,21.46
20040413,20.39
20040414,20.27
20040415,21.27
20040416,21.17
20040419,22.18
20040420,20.73
20040421,20.91
20040422,20.51
20040423,20.09
20040426,20.67
20040427,20.73
20040428,20.68
20040429,closed
20040430,21.56
20040503,closed
20040504,closed
20040505,closed
20040506,22.46
20040507,22.9
20040510,27.53
20040511,27.77
20040512,25.87
20040513,27.61
20040514,27.83
20040517,29.33
20040518,27.32
20040519,26.54
20040520,26.73
20040521,25.88
20040524,26.02
20040525,25.94
20040526,25.17
20040527,24.23
20040528,22.9
20040531,23.83
20040601,23.09
20040602,23.59
20040603,25.55
20040604,24.7
20040607,25.02
20040608,24.06
20040609,24.04
20040610,23.77
20040611,23.12
20040614,24.01
20040615,24.11
20040616,23.27
20040617,22.78
20040618,23.08
20040621,23.19
20040622,22.57
20040623,22.5
20040624,22.37
20040625,21.86
20040628,22.21
20040629,22.59
20040630,21.82
20040701,21.18
20040702,20.28
20040705,20.87
20040706,20.42
20040707,20.86
20040708,20.89
20040709,21.93
20040712,19.61
20040713,19.62
20040714,21.03
20040715,20.17
20040716,20.33
20040719,closed
20040720,21.3
20040721,20.53
20040722,21.06
20040723,21.6
20040726,22.26
20040727,22.27
20040728,21.78
20040729,22.21
20040730,20.98
20040802,22.44
20040803,22.45
20040804,22.69
20040805,22.35
20040806,22.38
20040809,23.35
20040810,23.17
20040811,22.56
20040812,22.65
20040813,22.4
20040816,23.83
20040817,23.45
20040818,22.62
20040819,21.6
20040820,21.07
20040823,21.11
20040824,20.6
20040825,20.09
20040826,20.11
20040827,19.35
20040830,19.15
20040831,19.19
20040901,18.48
20040902,18.5
20040903,19.26
20040906,18.81
20040907,18.34
20040908,18.76
20040909,19.31
20040910,18.64
20040913,18.63
20040914,18.09
20040915,17.88
20040916,18.05
20040917,17.78
20040920,closed
20040921,18.03
20040922,17.38
20040923,closed
20040924,17.8
20040927,18.07
20040928,18.38
20040929,17.9
20040930,17.9
20041001,16.6
20041004,17.45
20041005,16.79
20041006,17.16
20041007,17.26
20041008,17.41
20041011,closed
20041012,18.53
20041013,18.45
20041014,18.81
20041015,18.6
20041018,18.37
20041019,17.44
20041020,17.76
20041021,18.33
20041022,17.34
20041025,19.22
20041026,18.51
20041027,18.77
20041028,19.36
20041029,19.61
20041101,19.87
20041102,20.57
20041103,closed
20041104,18.88
20041105,17.53
20041108,17.82
20041109,16.89
20041110,17.23
20041111,17.52
20041112,16.62
20041115,17.02
20041116,16.54
20041117,16.72
20041118,17.02
20041119,16.76
20041122,17.86
20041123,closed
20041124,16.98
20041125,16.02
20041126,16.35
20041129,16.9
20041130,16.99
20041201,16.8
20041202,16.45
20041203,15.4
20041206,15.73
20041207,16.21
20041208,15.98
20041209,17.29
20041210,16.9
20041213,17.02
20041214,16.53
20041215,16.59
20041216,16.41
20041217,16.42
20041220,17.45
20041221,17.4
20041222,17.06
20041223,closed
20041224,17.22
20041227,17.66
20041228,17.44
20041229,17.15
20041230,16.53
20041231,closed
20050103,closed
20050104,16.88
20050105,17
20050106,16.39
20050107,16.36
20050110,closed
20050111,16.43
20050112,16.84
20050113,16.82
20050114,16.3
20050117,16.8
20050118,17.06
20050119,16.46
20050120,16.25
20050121,15.57
20050124,15.67
20050125,15.19
20050126,15.07
20050127,14.98
20050128,14.43
20050131,15.4
20050201,14.64
20050202,14.14
20050203,13.53
20050204,13.64
20050207,13.88
20050208,14.45
20050209,14.35
20050210,14.04
20050211,closed
20050214,15.01
20050215,15.03
20050216,15.04
20050217,14.56
20050218,14.6
20050221,14.07
20050222,13.79
20050223,13.67
20050224,13.58
20050225,13.59
20050228,14.27
20050301,14.4
20050302,15.39
20050303,15.21
20050304,14.79
20050307,16.11
20050308,15.99
20050309,15.26
20050310,15.13
20050311,14.81
20050314,14.97
20050315,13.86
20050316,13.27
20050317,13.4
20050318,13.16
20050321,closed
20050322,14.28
20050323,14.43
20050324,14.62
20050325,13.99
20050328,14.17
20050329,14.93
20050330,14.91
20050331,14.27
20050401,12.03
20050404,12.2
20050405,12.55
20050406,12.49
20050407,11.96
20050408,12.57
20050411,12.85
20050412,12.49
20050413,12.13
20050414,12.84
20050415,14.53
20050418,20.45
20050419,17.83
20050420,17.09
20050421,16.16
20050422,15.47
20050425,15
20050426,14.79
20050427,14.78
20050428,15.43
20050429,closed
20050502,15.8
20050503,closed
20050504,closed
20050505,closed
20050506,15.31
20050509,15.33
20050510,15.55
20050511,16.04
20050512,16.44
20050513,16.36
20050516,17.18
20050517,17.8
20050518,17.2
20050519,15.52
20050520,15.34
20050523,14.85
20050524,14.96
20050525,15.29
20050526,14.73
20050527,14.59
20050530,15.01
20050531,14.66
20050601,14.01
20050602,13.96
20050603,13.51
20050606,13.99
20050607,13.51
20050608,13.4
20050609,13.6
20050610,12.8
20050613,12.83
20050614,12.88
20050615,12.8
20050616,13.08
20050617,12.83
20050620,13.07
20050621,12.7
20050622,12.19
20050623,11.79
20050624,11.84
20050627,12.08
20050628,11.47
20050629,11.86
20050630,12.03
20050701,10.97
20050704,11.24
20050705,10.98
20050706,11.25
20050707,11.77
20050708,11.98
20050711,12.59
20050712,12.24
20050713,12.37
20050714,12.17
20050715,11.98
20050718,closed
20050719,12.56
20050720,12.62
20050721,12.85
20050722,13.19
20050725,13.46
20050726,12.62
20050727,12.45
20050728,12.28
20050729,12.61
20050801,12.9
20050802,13.23
20050803,13.81
20050804,14.41
20050805,15.73
20050808,15.29
20050809,14.41
20050810,15.68
20050811,16.86
20050812,15.85
20050815,15.78
20050816,15.67
20050817,16.42
20050818,15.35
20050819,15.01
20050822,15.89
20050823,16.11
20050824,15.62
20050825,15.37
20050826,15.2
20050829,16.55
20050830,15.89
20050831,15.54
20050901,15.23
20050902,13.61
20050905,14
20050906,14.5
20050907,15.18
20050908,15.56
20050909,15.52
20050912,14.57
20050913,13.82
20050914,13.58
20050915,13.93
20050916,14.17
20050919,closed
20050920,14.15
20050921,14.31
20050922,14.52
20050923,closed
20050926,15.34
20050927,15.11
20050928,15.42
20050929,15.29
20050930,16.68
20051003,16.24
20051004,15.86
20051005,16.54
20051006,17.15
20051007,15.53
20051010,closed
20051011,16.12
20051012,16.7
20051013,17.42
20051014,17.87
20051017,18.2
20051018,17.75
20051019,18.3
20051020,18.42
20051021,18.17
20051024,18.13
20051025,17.68
20051026,16.84
20051027,17.33
20051028,17.98
20051031,17.18
20051101,17.72
20051102,16.96
20051103,closed
20051104,17.02
20051107,16.79
20051108,16.78
20051109,16.77
20051110,16.46
20051111,15.99
20051114,16.26
20051115,15.74
20051116,15.16
20051117,14.85
20051118,15.49
20051121,15.92
20051122,16.52
20051123,closed
20051124,16.39
20051125,15.74
20051128,15.51
20051129,15.61
20051130,15.57
20051201,15.46
20051202,16.05
20051205,17.15
20051206,16.78
20051207,16.21
20051208,17.92
20051209,18.03
20051212,19.23
20051213,19.79
20051214,20.7
20051215,18.9
20051216,17.24
20051219,17.3
20051220,17.36
20051221,18.29
20051222,18.64
20051223,closed
20051226,20.43
20051227,20.62
20051228,20.27
20051229,22.03
20051230,22.17
20060102,closed
20060103,closed
20060104,22.4
20060105,21.92
20060106,20.61
20060109,closed
20060110,21.69
20060111,21.82
20060112,21.03
20060113,20.98
20060116,21.19
20060117,25.04
20060118,26.54
20060119,23.98
20060120,23.31
20060123,25.92
20060124,23.47
20060125,23.74
20060126,22.95
20060127,23.04
20060130,23.36
20060131,23.77
20060201,24.43
20060202,24.25
20060203,25.18
20060206,26.62
20060207,25.75
20060208,26.67
20060209,26.26
20060210,26.2
20060213,26.48
20060214,25.31
20060215,25.14
20060216,24.17
20060217,25.28
20060220,24.79
20060221,24.48
20060222,24.78
20060223,25.19
20060224,24.97
20060227,25.16
20060228,24.4
20060301,24.15
20060302,22.96
20060303,22.85
20060306,22.48
20060307,22.37
20060308,22.41
20060309,23.67
20060310,22.52
20060313,22.62
20060314,22.18
20060315,21.21
20060316,19.7
20060317,18.82
20060320,19.24
20060321,closed
20060322,19.36
20060323,18.88
20060324,18.48
20060327,19.32
20060328,18.57
20060329,18.98
20060330,19.31
20060331,18.94
20060403,19.27
20060404,19.46
20060405,19.65
20060406,19.14
20060407,18.84
20060410,18.27
20060411,18.12
20060412,18.82
20060413,18.98
20060414,18.29
20060417,19.11
20060418,18.58
20060419,18.06
20060420,17.58
20060421,16.95
20060424,19.6
20060425,18.32
20060426,17.62
20060427,16.98
20060428,16.82
20060501,17.29
20060502,17.5
20060503,closed
20060504,closed
20060505,closed
20060508,18.23
20060509,17.88
20060510,18.3
20060511,17.94
20060512,18.61
20060515,19.54
20060516,22.21
20060517,20.79
20060518,21.63
20060519,22.19
20060522,22.36
20060523,23.63
20060524,23.95
20060525,24.29
20060526,22.52
20060529,22.96
20060530,22.15
20060531,24.2
20060601,23.14
20060602,23.55
20060605,23.49
20060606,24.31
20060607,26.27
20060608,28.95
20060609,28.62
20060612,27.12
20060613,30.5
20060614,29.92
20060615,28.63
20060616,26.88
20060619,27.26
20060620,26.16
20060621,25.18
20060622,23.98
20060623,24.57
20060626,25.17
20060627,24.23
20060628,25.08
20060629,25.44
20060630,23.18
20060703,22.61
20060704,23.18
20060705,24.31
20060706,25.27
20060707,24.01
20060710,23.99
20060711,23.74
20060712,24.42
20060713,26.55
20060714,26.88
20060717,closed
20060718,29.6
20060719,27.81
20060720,25.6
20060721,24.87
20060724,24.99
20060725,25.07
20060726,25.45
20060727,24.44
20060728,23.91
20060731,23.87
20060801,23.41
20060802,23.18
20060803,22.93
20060804,22.84
20060807,24.29
20060808,23.88
20060809,22.37
20060810,22.62
20060811,21.9
20060814,21.45
20060815,21.62
20060816,20.84
20060817,20.89
20060818,19.98
20060821,19.84
20060822,18.93
20060823,18.66
20060824,18.55
20060825,18.36
20060828,19.9
20060829,19.17
20060830,19.28
20060831,18.57
20060901,17.98
20060904,17.38
20060905,17.32
20060906,17.51
20060907,19.54
20060908,17.57
20060911,19.38
20060912,20.38
20060913,19.63
20060914,18.65
20060915,18.73
20060918,closed
20060919,18.97
20060920,19.68
20060921,19.1
20060922,19.98
20060925,19.85
20060926,18.99
20060927,18.13
20060928,18.9
20060929,18.24
20061002,18.45
20061003,18.89
20061004,19.32
20061005,19.35
